"mandante","visitante","vencedor","mandante_Placar","visitante_Placar","vencedor_Estado"
"Goias","Santos","Goias","2","1","GO"
"Cruzeiro","Nautico","Cruzeiro","4","2","MG"
"Avai","Flamengo","Avai","3","0","SC"
"Santos","Internacional","Empate","3","3",""
"Barueri","Corinthians","Empate","2","2",""
"Botafogo-RJ","Cruzeiro","Empate","1","1",""
"Coritiba","Avai","Coritiba","2","0","PR"
"Flamengo","Santo Andre","Flamengo","3","0","RJ"
"Nautico","Athletico-PR","Nautico","3","0","PE"
"Sao Paulo","Palmeiras","Empate","0","0",""
"Santos","Fluminense","Santos","2","0","SP"
"Atletico-MG","Sport","Empate","1","1",""
"Vitoria","Cruzeiro","Empate","3","3",""
"Internacional","Goias","Internacional","4","0","RS"
"Botafogo-RJ","Gremio","Empate","3","3",""
"Internacional","Atletico-MG","Internacional","3","0","RS"
"Corinthians","Santos","Corinthians","2","1","SP"
"Palmeiras","Barueri","Palmeiras","2","1","SP"
"Gremio","Vitoria","Empate","1","1",""
"Sport","Botafogo-RJ","Sport","2","1","PE"
"Athletico-PR","Flamengo","Empate","0","0",""
"Cruzeiro","Sao Paulo","Sao Paulo","1","2","SP"
"Goias","Coritiba","Empate","2","2",""
"Avai","Internacional","Internacional","0","2","RS"
"Fluminense","Nautico","Empate","1","1",""
"Santo Andre","Atletico-MG","Atletico-MG","1","2","MG"
"Sao Paulo","Avai","Sao Paulo","2","0","SP"
"Flamengo","Sport","Flamengo","3","0","RJ"
"Santos","Santo Andre","Santos","1","0","SP"
"Atletico-MG","Athletico-PR","Atletico-MG","2","1","MG"
"Vitoria","Palmeiras","Vitoria","3","2","BA"
"Internacional","Cruzeiro","Cruzeiro","2","3","MG"
"Botafogo-RJ","Fluminense","Empate","0","0",""
"Nautico","Gremio","Gremio","0","2","RS"
"Barueri","Goias","Barueri","3","1","SP"
"Coritiba","Corinthians","Empate","1","1",""
"Athletico-PR","Sport","Athletico-PR","1","0","PR"
"Vitoria","Internacional","Vitoria","2","0","BA"
"Nautico","Atletico-MG","Empate","0","0",""
"Gremio","Fluminense","Gremio","5","1","RS"
"Santo Andre","Sao Paulo","Empate","1","1",""
"Avai","Barueri","Avai","4","0","SC"
"Flamengo","Coritiba","Flamengo","3","0","RJ"
"Santos","Botafogo-RJ","Empate","0","0",""
"Corinthians","Goias","Goias","1","4","GO"
"Cruzeiro","Palmeiras","Palmeiras","1","2","SP"
"Palmeiras","Athletico-PR","Palmeiras","2","1","SP"
"Barueri","Cruzeiro","Cruzeiro","0","1","MG"
"Internacional","Flamengo","Empate","0","0",""
"Sao Paulo","Corinthians","Empate","1","1",""
"Coritiba","Nautico","Coritiba","2","0","PR"
"Goias","Gremio","Goias","2","1","GO"
"Fluminense","Avai","Fluminense","3","2","RJ"
"Atletico-MG","Santos","Atletico-MG","3","1","MG"
"Botafogo-RJ","Vitoria","Vitoria","1","3","BA"
"Sport","Santo Andre","Sport","2","1","PE"
"Nautico","Sao Paulo","Sao Paulo","1","2","SP"
"Santo Andre","Vitoria","Santo Andre","1","0","SP"
"Corinthians","Athletico-PR","Athletico-PR","1","3","PR"
"Atletico-MG","Barueri","Atletico-MG","2","1","MG"
"Santos","Palmeiras","Palmeiras","1","3","SP"
"Gremio","Sport","Empate","3","3",""
"Goias","Botafogo-RJ","Botafogo-RJ","1","3","RJ"
"Flamengo","Fluminense","Flamengo","2","0","RJ"
"Avai","Cruzeiro","Empate","2","2",""
"Coritiba","Internacional","Coritiba","2","0","PR"
"Sport","Santos","Santos","0","1","SP"
"Barueri","Santo Andre","Empate","0","0",""
"Athletico-PR","Gremio","Empate","0","0",""
"Sao Paulo","Coritiba","Empate","2","2",""
"Vitoria","Flamengo","Empate","3","3",""
"Fluminense","Corinthians","Empate","1","1",""
"Internacional","Nautico","Internacional","3","1","RS"
"Cruzeiro","Goias","Cruzeiro","3","0","MG"
"Palmeiras","Avai","Empate","2","2",""
"Botafogo-RJ","Atletico-MG","Botafogo-RJ","3","1","RJ"
"Corinthians","Gremio","Corinthians","2","1","SP"
"Flamengo","Sao Paulo","Flamengo","2","1","RJ"
"Santo Andre","Fluminense","Fluminense","1","2","RJ"
"Internacional","Athletico-PR","Empate","1","1",""
"Coritiba","Barueri","Barueri","1","2","SP"
"Santos","Vitoria","Empate","0","0",""
"Atletico-MG","Cruzeiro","Cruzeiro","0","1","MG"
"Goias","Sport","Empate","1","1",""
"Nautico","Palmeiras","Nautico","3","0","PE"
"Botafogo-RJ","Avai","Empate","2","2",""
"Barueri","Santos","Empate","0","0",""
"Sao Paulo","Atletico-MG","Atletico-MG","0","1","MG"
"Avai","Goias","Avai","2","1","SC"
"Sport","Corinthians","Sport","2","0","PE"
"Gremio","Coritiba","Gremio","2","0","RS"
"Fluminense","Internacional","Empate","2","2",""
"Palmeiras","Flamengo","Flamengo","0","2","RJ"
"Athletico-PR","Santo Andre","Athletico-PR","3","0","PR"
"Cruzeiro","Botafogo-RJ","Cruzeiro","1","0","MG"
"Vitoria","Nautico","Vitoria","3","1","BA"
"Santo Andre","Palmeiras","Santo Andre","2","0","SP"
"Atletico-MG","Vitoria","Atletico-MG","1","0","MG"
"Nautico","Barueri","Nautico","2","1","PE"
"Santos","Sao Paulo","Sao Paulo","3","4","SP"
"Internacional","Gremio","Internacional","1","0","RS"
"Coritiba","Athletico-PR","Coritiba","3","2","PR"
"Goias","Fluminense","Empate","2","2",""
"Corinthians","Cruzeiro","Cruzeiro","0","1","MG"
"Avai","Sport","Empate","2","2",""
"Botafogo-RJ","Flamengo","Flamengo","0","1","RJ"
"Athletico-PR","Santos","Empate","1","1",""
"Botafogo-RJ","Nautico","Botafogo-RJ","1","0","RJ"
"Cruzeiro","Santo Andre","Cruzeiro","3","2","MG"
"Gremio","Avai","Gremio","3","1","RS"
"Vitoria","Corinthians","Corinthians","0","1","SP"
"Barueri","Flamengo","Barueri","2","0","SP"
"Sao Paulo","Internacional","Sao Paulo","1","0","SP"
"Sport","Coritiba","Empate","1","1",""
"Fluminense","Atletico-MG","Fluminense","2","1","RJ"
"Palmeiras","Goias","Palmeiras","4","0","SP"
"Flamengo","Santos","Flamengo","1","0","RJ"
"Avai","Athletico-PR","Avai","2","0","SC"
"Sao Paulo","Barueri","Sao Paulo","1","0","SP"
"Palmeiras","Corinthians","Empate","2","2",""
"Internacional","Botafogo-RJ","Botafogo-RJ","0","1","RJ"
"Coritiba","Vitoria","Coritiba","1","0","PR"
"Goias","Atletico-MG","Atletico-MG","2","3","MG"
"Cruzeiro","Fluminense","Fluminense","2","3","RJ"
"Santo Andre","Gremio","Santo Andre","2","0","SP"
"Nautico","Sport","Nautico","3","2","PE"
"Gremio","Sao Paulo","Empate","1","1",""
"Vitoria","Avai","Avai","0","1","SC"
"Sport","Cruzeiro","Cruzeiro","2","3","MG"
"Santos","Nautico","Santos","3","1","SP"
"Fluminense","Palmeiras","Fluminense","1","0","RJ"
"Atletico-MG","Flamengo","Flamengo","1","3","RJ"
"Corinthians","Santo Andre","Corinthians","2","0","SP"
"Barueri","Internacional","Empate","1","1",""
"Botafogo-RJ","Coritiba","Botafogo-RJ","2","0","RJ"
"Athletico-PR","Goias","Athletico-PR","2","0","PR"
"Palmeiras","Sport","Empate","2","2",""
"Cruzeiro","Gremio","Empate","1","1",""
"Sao Paulo","Vitoria","Sao Paulo","2","0","SP"
"Coritiba","Atletico-MG","Coritiba","2","1","PR"
"Nautico","Flamengo","Flamengo","0","2","RJ"
"Avai","Corinthians","Avai","3","1","SC"
"Barueri","Botafogo-RJ","Barueri","3","0","SP"
"Fluminense","Athletico-PR","Fluminense","2","1","RJ"
"Goias","Santo Andre","Goias","3","1","GO"
"Internacional","Santos","Internacional","3","1","RS"
"Gremio","Palmeiras","Gremio","2","0","RS"
"Corinthians","Nautico","Nautico","2","3","PE"
"Athletico-PR","Cruzeiro","Empate","1","1",""
"Botafogo-RJ","Sao Paulo","Botafogo-RJ","3","2","RJ"
"Sport","Fluminense","Fluminense","0","3","RJ"
"Santo Andre","Avai","Santo Andre","4","2","SP"
"Santos","Coritiba","Santos","4","0","SP"
"Vitoria","Barueri","Vitoria","2","1","BA"
"Atletico-MG","Internacional","Internacional","0","1","RS"
"Flamengo","Goias","Empate","0","0",""
"Goias","Sao Paulo","Goias","4","2","GO"
"Corinthians","Flamengo","Flamengo","0","2","RJ"
"Palmeiras","Atletico-MG","Palmeiras","3","1","SP"
"Sport","Internacional","Internacional","1","2","RS"
"Gremio","Barueri","Gremio","4","2","RS"
"Avai","Santos","Empate","2","2",""
"Cruzeiro","Coritiba","Cruzeiro","4","1","MG"
"Santo Andre","Nautico","Santo Andre","5","3","SP"
"Athletico-PR","Botafogo-RJ","Athletico-PR","2","0","PR"
"Fluminense","Vitoria","Fluminense","4","0","RJ"
"Atletico-MG","Corinthians","Corinthians","0","3","SP"
"Nautico","Avai","Avai","0","1","SC"
"Flamengo","Gremio","Flamengo","2","1","RJ"
"Botafogo-RJ","Palmeiras","Botafogo-RJ","2","1","RJ"
"Sao Paulo","Sport","Sao Paulo","4","0","SP"
"Internacional","Santo Andre","Internacional","4","1","RS"
"Santos","Cruzeiro","Cruzeiro","1","2","MG"
"Barueri","Athletico-PR","Empate","0","0",""
"Vitoria","Goias","Empate","2","2",""
"Coritiba","Fluminense","Empate","1","1",""
"Botafogo-RJ","Santos","Empate","3","3",""
"Atletico-GO","Gremio","Empate","0","0",""
"Palmeiras","Vitoria","Palmeiras","1","0","SP"
"Flamengo","Sao Paulo","Empate","1","1",""
"Atletico-MG","Vasco","Atletico-MG","2","1","MG"
"Internacional","Cruzeiro","Cruzeiro","1","2","MG"
"Corinthians","Athletico-PR","Corinthians","2","1","SP"
"Ceara","Fluminense","Ceara","1","0","CE"
"Guarani","Goias","Guarani","1","0","SP"
"Avai","Gremio Prudente","Avai","6","1","SC"
"Fluminense","Atletico-GO","Fluminense","1","0","RJ"
"Gremio Prudente","Atletico-MG","Gremio Prudente","4","0","SP"
"Vitoria","Flamengo","Empate","1","1",""
"Santos","Ceara","Empate","1","1",""
"Sao Paulo","Botafogo-RJ","Botafogo-RJ","1","2","RJ"
"Goias","Internacional","Internacional","2","3","RS"
"Gremio","Corinthians","Corinthians","1","2","SP"
"Vasco","Palmeiras","Empate","0","0",""
"Cruzeiro","Avai","Empate","2","2",""
"Athletico-PR","Guarani","Empate","2","2",""
"Botafogo-RJ","Goias","Botafogo-RJ","3","0","RJ"
"Atletico-GO","Santos","Santos","1","2","SP"
"Palmeiras","Gremio","Palmeiras","4","2","SP"
"Atletico-MG","Athletico-PR","Atletico-MG","3","1","MG"
"Internacional","Sao Paulo","Sao Paulo","0","2","SP"
"Corinthians","Fluminense","Corinthians","1","0","SP"
"Ceara","Vitoria","Ceara","1","0","CE"
"Flamengo","Gremio Prudente","Flamengo","3","1","RJ"
"Guarani","Cruzeiro","Empate","2","2",""
"Avai","Vasco","Avai","2","0","SC"
"Guarani","Sao Paulo","Empate","0","0",""
"Atletico-MG","Fluminense","Fluminense","1","3","RJ"
"Internacional","Athletico-PR","Internacional","4","1","RS"
"Corinthians","Santos","Corinthians","4","2","SP"
"Ceara","Cruzeiro","Ceara","1","0","CE"
"Botafogo-RJ","Vasco","Empate","1","1",""
"Atletico-GO","Goias","Goias","1","3","GO"
"Vitoria","Atletico-MG","Vitoria","4","3","BA"
"Fluminense","Flamengo","Fluminense","2","1","RJ"
"Gremio","Avai","Gremio","3","0","RS"
"Sao Paulo","Palmeiras","Sao Paulo","1","0","SP"
"Gremio Prudente","Corinthians","Empate","2","2",""
"Santos","Guarani","Santos","3","1","SP"
"Cruzeiro","Botafogo-RJ","Cruzeiro","1","0","MG"
"Goias","Ceara","Empate","0","0",""
"Vasco","Internacional","Vasco","3","2","RJ"
"Athletico-PR","Atletico-GO","Athletico-PR","2","1","PR"
"Avai","Vitoria","Empate","0","0",""
"Flamengo","Gremio","Empate","1","1",""
"Palmeiras","Gremio Prudente","Empate","0","0",""
"Athletico-PR","Botafogo-RJ","Athletico-PR","3","2","PR"
"Fluminense","Vitoria","Fluminense","2","1","RJ"
"Gremio Prudente","Atletico-GO","Gremio Prudente","1","0","SP"
"Ceara","Avai","Ceara","2","0","CE"
"Cruzeiro","Santos","Empate","0","0",""
"Palmeiras","Flamengo","Flamengo","0","1","RJ"
"Goias","Sao Paulo","Goias","2","1","GO"
"Gremio","Atletico-MG","Gremio","2","1","RS"
"Vasco","Guarani","Guarani","0","1","SP"
"Corinthians","Internacional","Corinthians","2","0","SP"
"Avai","Fluminense","Fluminense","0","3","RJ"
"Flamengo","Goias","Goias","1","2","GO"
"Vitoria","Athletico-PR","Vitoria","1","0","BA"
"Sao Paulo","Gremio","Sao Paulo","3","1","SP"
"Santos","Vasco","Santos","4","0","SP"
"Atletico-MG","Ceara","Ceara","0","1","CE"
"Botafogo-RJ","Corinthians","Empate","2","2",""
"Guarani","Gremio Prudente","Guarani","1","0","SP"
"Internacional","Palmeiras","Empate","1","1",""
"Atletico-GO","Cruzeiro","Atletico-GO","2","1","GO"
"Gremio","Vitoria","Empate","1","1",""
"Athletico-PR","Cruzeiro","Cruzeiro","0","2","MG"
"Sao Paulo","Avai","Avai","1","2","SC"
"Flamengo","Botafogo-RJ","Flamengo","1","0","RJ"
"Ceara","Corinthians","Empate","0","0",""
"Goias","Vasco","Empate","0","0",""
"Guarani","Internacional","Internacional","0","3","RS"
"Palmeiras","Santos","Palmeiras","2","1","SP"
"Atletico-MG","Atletico-GO","Atletico-MG","3","2","MG"
"Fluminense","Gremio Prudente","Empate","1","1",""
"Vasco","Athletico-PR","Vasco","3","1","RJ"
"Vitoria","Sao Paulo","Vitoria","3","2","BA"
"Internacional","Ceara","Internacional","2","1","RS"
"Atletico-GO","Flamengo","Flamengo","0","1","RJ"
"Corinthians","Atletico-MG","Corinthians","1","0","SP"
"Avai","Palmeiras","Avai","4","2","SC"
"Santos","Fluminense","Fluminense","0","1","RJ"
"Cruzeiro","Goias","Cruzeiro","1","0","MG"
"Botafogo-RJ","Guarani","Empate","1","1",""
"Gremio Prudente","Gremio","Gremio Prudente","2","0","SP"
"Sao Paulo","Gremio Prudente","Empate","1","1",""
"Atletico-MG","Internacional","Internacional","1","2","RS"
"Vitoria","Goias","Empate","2","2",""
